"-37000287", "" , "SCREAMIN' EAGLE HIGH CAPACITY CLUTCH KIT MILWAUKEE-EIGHT ENGINE The Screamin' Eagle High Capacity Clutch Kit increases the drivetrain's ability to reliably support high torque applications without significantly increasing lever effort. Designed to fit in the stock clutch basket, this kit provides smooth shifting, progressive engagement, and works with the factory Assist and Slip clutch system to keep clutch lever effort similar to the stock levels. Kit contains 10 fiber clutch plates and 10 contact plates one more than Original Equipment and 3-1200 Newton clutch springs. This combination provides 11% more clutch surface area for greater power handling capability. SCREAMIN' EAGLE HIGH CAPACITY CLUTCH PLATE KIT MILWAUKEE-EIGHT ENGINE Replacement clutch plates for the Screamin' Eagle High Capacity Clutch Kit P/N 37000287. Kit includes 10 fiber friction plates and 10 contact plates. MILWAUKEE-EIGHT ENGINE CLUTCH SPRINGS 1200N Replacement clutch springs for the Screamin' Eagle High Capacity Clutch Kit P/N 37000287. Kit includes 3-1200 Newton (N) coiled clutch springs. Installation of these springs with Original Equipment clutch plates will increase clutch capacity and lever effort. Springs can be installed without removing the outer primary cover.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "37000287", ,
"-37000288", "" , "MILWAUKEE-EIGHT ENGINE CLUTCH SPRINGS 1200N Replacement clutch springs for the Screamin' Eagle High Capacity Clutch Kit P/N 37000287. Kit includes 3-1200 Newton (N) coiled clutch springs. Installation of these springs with Original Equipment clutch plates will increase clutch capacity and lever effort. Springs can be installed without removing the outer primary cover.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "37000288", ,
"-41000445", "" , "SCREAMIN' EAGLE SMART TUNE PRO 2 AUTOMATIC TUNING MODULE* Smart Tune PRO works with the Screamin' Eagle Pro Street Tuner to automatically adjust your bike for the combination of performance components, climates, and vehicle load conditions you are operating in. You just install the upgraded wideband oxygen sensors in the exhaust headers, download the calibration that the Screamin' Eagle engineers have developed as a starting point, then simply drive down the road and let Smart Tune Pro do the work. Ride from the flatlands of South Dakota to the mountains of Colorado without a compromise in performance. Smart Tune PRO constantly monitors the operating parameters of your motorcycle, and automatically adjusts the bike's Electronic Control Module (ECM) to maximize performance in your current riding conditions. Smart Tune Pro utilizes wideband O2 sensors that read oxygen levels in the exhaust stream to determine the optimum air/fuel ratio your bike needs at this very moment. Smart Tune Pro analyzes the data and automatically makes real-time tuning adjustments to the ECM. Unlike the standard narrow-band O2 sensors that only provide feedback in the part-throttle cruising range, the wideband sensors can read and adjust tuning throughout the part throttle cruising and full-throttle acceleration operating range. Screamin' Eagle Smart Tune Pro was developed by the Screamin' Eagle engineering team in concert with the design of your Harley-Davidson motorcycle. It is fully factory supported, and optimized to maximize performance while maintaining drivability and engine longevity. Smart Tune PRO is 50-state EPA compliant* and does not impact the H-D factory warranty. Kit includes the Smart Tune PRO module with plug-in wiring harness, two M18 wideband O2 sensors, and access to free software updates, future calibrations and free on-line training modules. Screamin' Eagle Pro Street Tuner and model-specific installation hardware is sold separately. *Pending Regulatory Approval. Refer to the product information at www.H-D.com/parts for status.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "41000445", ,
"-41500094", "" , "ENFORCER CUSTOM WHEELS* Bring on the bling! Add a custom touch without changing the distinctive style of your Touring motorcycle. These 100% polished and mirror chrome plated versions of the split 5-spoke Original Equipment cast aluminum wheels broadcast stunning reflections, even while standing still. These wheels have undergone hundreds of hours of real-world testing to meet the highest standards of performance and durability. ANARCHY 5-SPOKE WHEELS SLOTTED 6-SPOKE BILLET SPROCKET CUT BACK BLACK BILLET SPROCKET MAGNUM 5 SPROCKET COVER Styled to match the distinctive Magnum 5 Custom Wheel. Available in mirror chrome or gloss black, this Sprocket Cover gives the appearance of having a custom sprocket at a fraction of the cost. Cover is easy to install with Original Equipment hardware or add the Chrome Hardware Kit P/N 94773-07 (sold separately) for a finished look. POLISHED BRAKE ROTORS A perfect complement to stock or custom wheels. Manufactured to Original Equipment specifications for exact fit, these rotors are meticulously polished to achieve a chrome-like appearance. Rotors are sold individually and include chrome installation hardware. A. Fits '09-later Touring models (except FLHRC, FLHRSE and FLHTKSE) with Enforcer or Impeller wheels. 41500094 Front. $189.95 B. Fits '14-later XL, '06-'17 Dyna (except FXDLS), '15-later Softail (except FXSE) and '09-later Trike models with Original Equipment or accessory wheel with 3.25 bolt circle rotor mount. 41500106 Front Left Side. $149.95 C. Fits '00-'13 XL and XR, '00-'05 Dyna, '00-'14 Softail (except SpringerTM) and '00-'07 Touring models. 41830-05A Front Left Side. $149.95 41831-05A Front Right Side. $149.95 D. Fits '17-later FLHRXS, '14-later FLHRC and '08-'13 Touring (except '08 FLHRSE, '10-'11 FLHXSE and '09 FLTRSE) and Trike models. Fits selected accessories wheels with standard 5 hole hub-mount brake disc. Consult wheel I-sheet for details. 44950-08 Front Left Side. $149.95 44959-08 Front Right Side. $149.95 E. Fits '06-'17 VRSCTM and Dyna models. Also Fits '08-later Touring and Trike models. Requires Original Equipment or accessory wheel with 6.7 bolt circle rotor mount. Does not fit Enforcer or Impeller wheels. 41500012A Front. $149.95 F. Fits '00-'10 XL, '00-'17 Dyna and Softail and '00-'07 Touring models. Separate purchase of Brake Rotor Hub Plate P/N 43837-00 is required when installing on FXSTD Original Equipment 17 wheels. 41832-05A Rear. $149.95 B. POLISHED BRAKE ROTOR FRONT C. POLISHED BRAKE ROTOR FRONT (41831-05A SHOWN) A. POLISHED BRAKE ROTOR FRONT A. POLISHED BRAKE ROTOR FRONT", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "41500094", ,
"-41800004", "" , "FORWARD CONTROL KIT FOR FL SOFTAIL MODELS", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "41800004", ,
"-41800611", "" , "REACH HANDLEBAR* This handlebar is designed to bring the controls 2 inches closer to the rider for increased comfort. The position is helpful for shorter riders, but also places almost any size rider in an upright, relaxed riding profile. Available in satin-black finish to complement your bike's overall design sense. DRAG HANDLEBAR* Nothing says minimalist like a classically simple drag bar. Shaped to give the StreetTM model an aggressive riding profile, this 7/8 diameter flat Drag Bar features just 1.6 of pull back to provide an excellent combination of forward positioning and wrist control. C. REACH HANDLEBAR", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "41800611", ,
"-42200064", "" , "SCREAMIN' EAGLE HIGH CAPACITY CLUTCH PLATE KIT MILWAUKEE-EIGHT ENGINE MILWAUKEE-EIGHT ENGINE CLUTCH SPRINGS 1200N SCREAMIN' EAGLE BIG TWIN 2 COMPENSATOR This premium compensator has been engineered with heavier springs and increased travel to support the high torque output associated with high compression race and large displacement engines. Designed to outperform the Original Equipment compensator, this unit helps protect the engine and driveline components during harsh drag race launches. Compensator features improved oil passages, oil deflectors and a needle bearing thrust washer that improves the overall operation of these components.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "42200064", ,
"-43300047", "" , "MACHETE CUSTOM WHEELS TURBINE CUSTOM WHEELS BREAKOUT* Bring the gleam and add some edge. These cast aluminum Turbine-style wheels feature 21 spokes which extend all the way to the edge of the rim, creating the illusion of a larger wheel diameter. Original Equipment on the CVOTM Breakout model, these visually stunning wheels are meticulously polished and chrome-plated for maximum reflective effect. All Genuine Motor Accessory wheels have been certified by Harley-Davidson to perform to our tough vehicle standards for quality and durability.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "43300047", ,
"-43300049", "" , "MAGNUM 5 CUSTOM WHEEL* Click off the safety and pull the trigger for a true custom ride. The bold, brawny design is inspired by the steel of a largeframe revolver. This one-piece cast aluminum wheel features high-impact styling, with 15 individual spokes that converge to form five distinct columns. The cast-in rivets visually tie the oval cross-section spokes to the rim and the hub and hit the styling target like a high-velocity bullet.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "43300049", ,
"-43300321", "" , "TURBINE CUSTOM WHEELS CONTRAST CHROME AGGRESSOR CUSTOM WHEELS* Take the offensive. The unique forward slashing spokes echo the perfect balance of a traditional Ninja Kama blade, and blend into the rim for a seamless look. The slim spokes and surrounding rim add a light and open look to the bike's profile, but still pass all of H-D's rigorous tests for strength and durability. Available in two unique finishes.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "43300321", ,
"-43300336", "" , "ENFORCER CUSTOM WHEELS* Bring on the bling! Add a custom touch without changing the distinctive style of your Touring motorcycle. These 100% polished and mirror chrome plated versions of the split 5-spoke Original Equipment cast aluminum wheels broadcast stunning reflections, even while standing still. These wheels have undergone hundreds of hours of real-world testing to meet the highest standards of performance and durability.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "43300336", ,
"-43300369", "" , "MACHETE CUSTOM WHEELS* Tempered like a fine blade, the Machete wheel holds an edge like no other. This stunning mirror chrome motion-style wheel features 3-dimensional cutting edge spokes that catch the light and shine like the full moon on a cloudless night. Tested to H-D's high standards for durability and finish, this wheel will give trouble-free miles year after year, and will keep attracting the crowd's attention.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "43300369", ,
"-43300386", "" , "ENFORCER CUSTOM WHEELS IMPELLER CUSTOM WHEELS* Shift into a higher gear. Add a custom touch of chrome without changing the distinctive style of your Touring motorcycle. These custom finished versions of the 10-spoke Original Equipment cast aluminum wheels are the perfect marriage of tough and mechanical with stunning and dazzling. Available in a 100% polished brilliant mirror chrome or contrast chrome finishes, these wheels have undergone hundreds of hours of real-world testing to meet the highest standards of performance and durability.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "43300386", ,
"-43300388", "" , "SLICER CUSTOM WHEELS* Cut to the bone. The seven minimalist spokes radiate from the center hub and grasp the rim with an iron fist. The mirror chrome finish and the faceted spokes collect the light and throw it back in a brilliant display. Tested to H-D's high standards for durability and finish, this wheel will give you years of trouble-free miles.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "43300388", ,
"-43300395", "" , "TURBINE CUSTOM WHEELS* Bring the gleam and add some edge. These cast aluminum Turbine-style wheels feature 21 spokes which extend all the way to the edge of the rim, creating the illusion of a larger wheel diameter. The visually stunning wheels are meticulously polished and chrome plated for maximum reflective effect. All Genuine Motor Accessory wheels have been certified by Harley-Davidson to perform to our tough vehicle standards for quality and durability. Available in two unique finishes.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "43300395", ,
"-43300494", "" , "COLOR-MATCHED VENTED FAIRING LOWER KIT* Control the airflow to your lower legs for maximum riding comfort. Original Equipment on many Touring models, these Color-Matched Fairing Lowers feature a venting system that allows you to adjust the amount of air that circulates across the engine. On hot days, open the vent to direct additional cooling air and on cold or rainy days, close the vents for maximum protection from the elements. The ratcheting friction lock pivot allows you to easily set the position. The complete kit includes left and right Fairing Lower, convenient glove box and lid and all necessary mounting hardware. NOTE: Fairing Lower Kits are painted in a single color and do not feature pinstriping. CHOPPED ENGINE GUARD* Create a sleek, slammed look on your custom bagger with the Chopped Engine Guard. This guard offers a slim, low-profile design that retains function while delivering a unique styling twist. The upper mounts connect midway up the downtube, 11 inches lower than the stock guard. The minimalistic look reduces the visual mass of the bike, while the mounting point lowers the bike's visual center of gravity. The 1.25 Engine Guard features a slightly forward sweep that provides plenty of room around the brake and shift levers. Easy to install. ROAD GLIDE CHIZELED LO HANDLEBAR* With a low 9.0 rise and a flat drag-bar hand position, this compact Z bar will place the rider into an aggressive, tuckedin riding posture. Many Road Glide motorcycle riders feel this is our most comfortable handlebar, with optimal wrist position and elbow bend. The 1.25 Chizeled Bar replaces mitered and welded corners with cast seamless 90 bends for added strength and style. The cast elbows eliminate sharp internal bends and the bar features removable Bar & Shield plugs to simplify internal wiring. Bars are available in brilliant chrome or gloss black finishes to match your bike's custom direction. See your Dealer for cables, lines and additional installation components required, or visit www.H-D.com/store and search part number 55800568 or 55800569. ROAD GLIDE CHIZELED HANDLEBAR* Bring cutting edge style to your custom bagger. The Road Glide Chizeled Bar combines the rise of a 14 mini-ape with the edgy profile of the classic Z bar and the wrist position of a drag bar. The result? An aggressive hands-in-the-air riding posture. The fat 1.25 bar replaces mitered and welded corners with cast seamless 90 bends for added strength and style. The cast elbows eliminate sharp internal bends and the bar features removable Bar & Shield plugs to simplify internal wiring. KNOCKOUT CUSTOM WHEEL KIT Fits '17-later FLTRX and FLTRXS models. Does not fit models equipped with Fairing Lowers, Road Glide Chizeled Handlebars or Road Glide Chizeled Lo Handlebars. Can be installed with Chopped Engine Guard P/N 49000117A. Requires separate purchase of 21 Front Fender, Front Tire P/N 43100008, Rear Tire P/N 44006-09 and model-specific Wheel Installation Kits. May require purchase of brake rotors. Models with ABS brakes require ABS recalibration. Dealer installation required. See dealer for details.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "43300494", ,
