epa-c-25400117, EPA c , SE-259E CAM KIT Developed specifically for big displacement Twin Cam engines this cam has a modern lobe design that allows for higher valve lifts for a given duration. A high-lift version of the SE-211 camshaft this cam works great with 103 cubic inch and larger engines with free-flowing intake and exhaust. It can be used with stock heads (updated with race springs) and high-compression pistons for even more torque than a SE-211 cam or can be coupled with any of the performance heads to realize the full power potential. 50-State U.S. EPA compliant. SE-585 CAM KIT This cam is a great match for riders of heavy Touring bikes looking for big torque at the low end. Just a quick downshift to fourth gear results in an effortless pass of that slow moving tractor-trailer ahead of you. This cam provides an early hit of torque at the low end of the RPM spectrum. A unique combination of lift cam lobe duration and an enhanced cam profile ramp provides a performance boost you can feel. The cam's QRD (Quiet Ramp Design) delivers high torque throughout the RPM range while reducing valve train noise. 50-State U.S. EPA compliant. 25400117 $329.95 For use on '14-'16 Touring models with the use of a 58mm Throttle Body. Also fits '14-'16 CVOTM Touring models with or without the use of a 58mm Throttle Body. Does not fit Trike models. Installation requires separate purchase of Performance Valve Spring Kit P/N 1801303A. All models require ECM calibration for proper installation. Labor cost not included. See Dealer for details., Harley Davidson,  , Tags, , Title, Default Title, , , , , 25400117, ,,,,,280.46,329.95
standard-forward-control-50500695, STANDARD FORWARD CONTROL , This kit replaces the factory painted forward control mounts with brilliant chrome. Finished to complement chrome or polished foot pegs and levers these supports are manufactured from Original Equipment components for proper fit. Kit includes left and right supports and chrome mounting hardware. MID CONTROL MOUNTS MID CONTROL MOUNTS CHROME Complete the custom transformation by replacing the stock painted footboard brackets with brilliant chrome. The perfect complement to custom footboards this kit is manufactured with Original Equipment components for proper fit and are polished and plated to a brilliant finish. Kit includes chrome mounting hardware., Harley Davidson,  , Tags, , Title, Default Title, , , , , 50500695, ,,,,,249.95,249.95 249.95
airflow-hand-gripsgloss-50500717, AIRFLOW HAND GRIPSGLOSS , Defined by a sleek surround the deep hockey-stick groove and the smooth rubber traction strips this delta wing-inspired collection is the perfect match for your high-profile street machine. The rich black high-grip surfaces are divided by a deep channel that draws your eye from the leading to the trailing edge. F. AIRFLOW HAND GRIPS GLOSS BLACK Wrap your fingers around the ridge for a sweet tactile feel. These grips combine a traction-grip crosshatch rubber surface with a comfortable 1.6 diameter for excellent control in wet or dry weather. The easy-to-install glueless design allows you to remove the grips for service without damage. AIRFLOW HAND GRIPS GLOSS BLACK These footpegs are adjustable for position and feature a rectangular shape and a raised rubber surface for foot support and traction whether used as a rider passenger or highway peg., Harley Davidson,  , Tags, , Title, Default Title, , , , , 50500717, ,,,,,84.96,99.95
passenger-footpeg-support-50500769, PASSENGER FOOTPEG SUPPORT , PASSENGER PILLION STREET BOB/SOFTAIL SLIM STYLING* Bring a passenger along for the ride. This easy-to-install detachable Passenger Pillion features a tuck and roll cover styled to match the Original Equipment solo seat. Kit includes mounting hardware and grab strap. 52400128 Street Bob Styling. $174.95 Fits '18-later FXBB models with Original Equipment solo seat. Requires separate purchase of Passenger Footpegs and Passenger Footpeg Mounting Kit P/N 50500769 or 50500771. Pillion width 6.75. 52400129 Softail Slim Styling. $174.95 Fits '18-later FLSL models with Original Equipment solo seat or Reach Solo Seat P/N 52000303. Requires separate purchase of Passenger Footpegs and Passenger Footpeg Mounting Kit P/N 50500769 or 50500771. Pillion width 6.75. C. TOURING PASSENGER PILLION SOFTAIL DELUXE STYLING* Styled to match the stitching and texture of the Softail Deluxe Original Equipment or the Reach solo rider seat these stylish pillions provide an extra comfortable ride for your passenger on those long journeys. Easy to install without removal of the rider seat this kit includes mounting hardware and matching grab strap. 52400175 Softail Deluxe Styling. $174.95 Fits '18-later FLDE models with Original Equipment solo seat or Reach Solo Seat P/N 52000302. Requires separate purchase of Passenger Footpegs and Passenger Footpeg Mounting Kit P/N 50500769 or 50500771. Pillion width 9.75. SUNDOWNERTM PASSENGER PILLIONS This easy-to-install pillion is designed for long range passenger comfort. The wide seating surface and specific-density padding reduce pressure points and spread the weight for superior support. This sculpted pillion provides your passenger with the same cushioned comfort as your Solo SundownerTM Seat. C. TOURING PASSENGER PILLION SOFTAIL DELUXE STYLING Add footpeg to your solo seat-equipped '18-later Softail motorcycle. Available in chrome or gloss black finish the kit includes left and right footpeg supports and mounting hardware. Footpegs and footpeg hardware sold separately., Harley Davidson,  , Tags, , Title, Default Title, , , , , 50500769, ,,,,,174.95 174.95,174.95 174.95 174.95
rider-footboard-mountschrome-50500840, RIDER FOOTBOARD MOUNTSCHROME , Complete the custom transformation by replacing the stock painted footboard brackets with brilliant chrome. The perfect complement to custom footboards this kit is manufactured with Original Equipment components for proper fit and are polished and plated to a brilliant finish. Kit includes chrome mounting hardware. EXTENDED REACH FORWARD CONTROL KIT* Stretch out in the saddle. This kit extends the rider foot controls a full 3.0 forward of the stock location providing the tall rider a comfortable riding position. This comprehensive kit includes everything necessary for installation. Kit includes new black painted brake and shifter mounting assemblies extended shift rod brake line and all necessary hardware. The kit is compatible with Original Equipment or accessory footpegs brake and shift levers and brake pedal pad and shifter peg. 50500840 $569.95 Fits '18-later FXBR and FXBRS models with ABS. Not compatible with Engine Guards. 50500839 $569.95 Fits '18-later FXFB and FXFBS models without ABS. Not compatible with Engine Guards. 50500837 $569.95 Fits '18-later FXFB and FXFBS models with ABS. Not compatible with Engine Guards., Harley Davidson,  , Tags, , Title, Default Title, , , , , 50500840, ,,,,,569.95 569.95,569.95 569.95 569.95
studded-leather-sissy-50700002, STUDDED LEATHER SISSY , Manufactured of durable full-grain Latigo leather and decorated with bright chrome-plated studs. Shaped to blend with the contours of your Harley-Davidson motorcycle this unique cup holder is easy to reach without cluttering the handlebar. The attractive chrome mount securely attaches to the frame downtube and sweeps rearward to support the cup holder. The soft-touch insulated holder flexes to grip the beverage and features a perforated bottom to drain away rain water. Kit includes model-specific clamp support rod cup holder and all required mounting hardware., Harley Davidson,  , Tags, , Title, Default Title, , , , , 50700002, ,,,,,54.95,54.95 54.95
-50700005,  , REACH FORWARD CONTROL KIT* Want to stretch the ridng position of your mid-control equipped model but not comfortable with the long reach to factory-position forward controls? This complete kit is the perfect alternative. It positions the feet up and forward 10.0 from the mid-control position but 1.0 closer to the rider than the standard position factory forward controls placing the rider's boot at a comfortable pivot point for improved support and leverage. Available in chrome or gloss black finish the kit includes left and right footpeg supports brake and shift lever assemblies brake and shift linkages and all required hardware. REACH FORWARD CONTROL CONVERSION KIT* Love the look and riding position you get with forward controls but not comfortable with the long stretch forward? This Forward Control Conversion Kit repositions the Original Equipment footpegs and foot controls up and back by over 1.0 positioning the controls closer to the rider for added comfort and confidence. The reduced reach places the rider's boot at the proper pivot point for improved leverage while maintaining the foot-forward riding profile. This easy-toinstall Conversion Kit includes heavy-duty steel mounts and shortened brake rod. Kit reuses Original Equipment control supports and brake and shift levers or can be personalized with your choice of custom lever styles., Harley Davidson,  , Tags, , Title, Default Title, , , , , 50700005, ,,,,,148.71,174.95
-50700008,  , STANDARD FORWARD CONTROLS CHROME STANDARD FORWARD CONTROLS GLOSS BLACK REACH FORWARD CONTROL KIT* Want to stretch the ridng position of your mid-control equipped model but not comfortable with the long reach to factory-position forward controls? This complete kit is the perfect alternative. It positions the feet up and forward 10.0 from the mid-control position but 1.0 closer to the rider than the standard position factory forward controls placing the rider's boot at a comfortable pivot point for improved support and leverage. Available in chrome or gloss black finish the kit includes left and right footpeg supports brake and shift lever assemblies brake and shift linkages and all required hardware., Harley Davidson,  , Tags, , Title, Default Title, , , , , 50700008, ,,,,,0,0
-50700020,  , STANDARD FORWARD CONTROL KIT* Add the stretched-out look and extended riding position to your Sportster model. The complete kit includes all hardware necessary to convert your Sportster model from mid-controls to forward controls. Available in your choice of finishes these forward controls add style and long range comfort. (Footpegs and shifter peg not included.) Fits '06-'13 XL models with mid-controls (except XL1200CP and XL1200CA). XL1200L requires separate purchase of footpegs P/N 33134-07CAZ and 33135-07CAZ. STANDARD FORWARD CONTROL KIT CHROME (50700020 SHOWN), Harley Davidson,  , Tags, , Title, Default Title, , , , , 50700020, ,,,,,0,0
further-forward-mid-control-50700026, FURTHER FORWARD MID-CONTROL , EXTENDED REACH FORWARD CONTROL CONVERSION KIT* This kit extends the rider foot controls a full 3.5 forward .9 out and .375 up of the stock location providing the tall rider a stretched out comfortable riding position. This comprehensive kit includes everything necessary for installation. The kit includes brake and shifter mounting brackets brake lever brake and shift linkage replacement wear pegs and all the required hardware. The kit is compatible with Original Equipment or accessory foot pegs shifter pegs and small brake pedal pads. EXTENDED REACH FORWARD CONTROL CONVERSION KIT REDUCED REACH FORWARD CONTROL CONVERSION KIT* Love the look and riding position you get with forward controls but not comfortable with the long stretch forward? This Forward Control Conversion Kit repositions the Original Equipment footpegs and foot controls up and back by 2.0 and positions the controls closer to the rider for added comfort and confidence. This kit provides additional leg clearance around the chassis and air cleaner by moving the footpegs outward 1.5 (left) and 0.5 (right). The reduced reach places the rider's boot at the proper pivot point for improved leverage while maintaining the foot-forward riding profile. This easyto-install Conversion Kit includes heavy-duty steel mounts and shortened brake rod and reuses Original Equipment control supports and brake and shift levers or can be personalized with your choice of custom lever styles., Harley Davidson,  , Tags, , Title, Default Title, , , , , 50700026, ,,,,,233.71,274.95
further-forward-mid-control-50700027, FURTHER FORWARD MID-CONTROL , EXTENDED REACH FORWARD CONTROL CONVERSION KIT REDUCED REACH FORWARD CONTROL CONVERSION KIT* Love the look and riding position you get with forward controls but not comfortable with the long stretch forward? This Forward Control Conversion Kit repositions the Original Equipment footpegs and foot controls up and back by 2.0 and positions the controls closer to the rider for added comfort and confidence. This kit provides additional leg clearance around the chassis and air cleaner by moving the footpegs outward 1.5 (left) and 0.5 (right). The reduced reach places the rider's boot at the proper pivot point for improved leverage while maintaining the foot-forward riding profile. This easyto-install Conversion Kit includes heavy-duty steel mounts and shortened brake rod and reuses Original Equipment control supports and brake and shift levers or can be personalized with your choice of custom lever styles. FURTHER FORWARD MID-CONTROL KIT Feel a little cramped when your feet are placed on the standard-location mid-controls? This kit repositions the controls 3.0 forward of the stock location eliminating the kneeshigh riding attitude while maintaining a sporty upright riding posture. The forward location provides an open path for your feet to aid maneuvering the bike while parking and improves access to the jiffy stand for a shorter rider. Kit includes control mounts brake and shift levers brake rod mini-footboards with wear pegs and all hardware necessary to convert your mid- or forward-control equipped Sportster model., Harley Davidson,  , Tags, , Title, Default Title, , , , , 50700027, ,,,,,0,0
