"finned-spark-plug-25800061", "FINNED SPARK PLUG" , "FRONT ENGINE MOUNT STABILIZER LINK CHROME Complete the finned look from the base of the cylinder all the way to the rocker box. These aluminum Finned Spark Plug Covers fill the spark plug pockets and complete the horizontal fin look across the top of the left-hand side of the engine. Firmly held in place by spring clips, these easy to install finned covers slip into position and do not require removal of the spark plugs for installation. Sold in pairs.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "25800061", ,
"mid-frame-air-deflector-26800120", "MID-FRAME AIR DEFLECTOR" , "SOFT LOWERS FRONT VIEW SOFT LOWERS REAR VIEW Keep your cool on a sweltering summer day. Engineered to maximize rider and passenger comfort in high temperature situations, the CoolFlowTM Fan is the perfect addition if your bike is subjected to parade duty, rush hour traffic, or extreme temperature environments. Unlike traditional fan kits that try to cool the engine by blowing air across the cylinders and often onto your legs, the CoolFlow Fan Kit keeps the riders comfortable by pulling air away from the rear cylinder and exhaust pipe, and directing it toward the ground. The fan suction generates a low pressure region near the riders to balance the natural up and out convection air flow in the area behind the engine. The wind-tunnel tested fan is tucked away above the transmission, and when combined with midframe air deflectors, significantly drops the temperature the seated rider experiences. COOLFLOW FAN COOLFLOW FAN (26800120 SHOWN) COOLFLOW FAN (26800128 SHOWN) FRONT ENGINE MOUNT STABILIZER LINK BLACK It's the details that make the complete custom bike. This starter end cover dresses the end of the starter motor for a clean look, Available in mirror chrome or rich gloss black to match your customizing style.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "26800120", ,
"mid-frame-air-deflector-26800121", "MID-FRAME AIR DEFLECTOR" , "SOFT LOWERS FRONT VIEW SOFT LOWERS REAR VIEW Keep your cool on a sweltering summer day. Engineered to maximize rider and passenger comfort in high temperature situations, the CoolFlowTM Fan is the perfect addition if your bike is subjected to parade duty, rush hour traffic, or extreme temperature environments. Unlike traditional fan kits that try to cool the engine by blowing air across the cylinders and often onto your legs, the CoolFlow Fan Kit keeps the riders comfortable by pulling air away from the rear cylinder and exhaust pipe, and directing it toward the ground. The fan suction generates a low pressure region near the riders to balance the natural up and out convection air flow in the area behind the engine. The wind-tunnel tested fan is tucked away above the transmission, and when combined with midframe air deflectors, significantly drops the temperature the seated rider experiences. COOLFLOW FAN (26800120 SHOWN) COOLFLOW FAN (26800128 SHOWN) FRONT ENGINE MOUNT STABILIZER LINK BLACK It's the details that make the complete custom bike. This starter end cover dresses the end of the starter motor for a clean look, Available in mirror chrome or rich gloss black to match your customizing style.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "26800121", ,
"epa-c-29000019", "EPA c" , "SCREAMIN' EAGLE OVAL HIGH-FLOW 2 AIR CLEANER The XL High-Flow Air Cleaner Kit provides increased airflow to boost the power of your fuel-injected Sportster model. The complete kit features a composite air cleaner back plate, air cleaner cover adapter, a high-flow washable synthetic media filter element that does not require oiling and a breather system that routes gasses and excess oil directly into the intake. Kit also includes cover trim and all mounting hardware. Street compliant when used with stock mufflers. 50-State U.S. EPA compliant. SCREAMIN' EAGLE ROUND HIGH-FLOW 2 AIR CLEANER The XL High-Flow Air Cleaner Kit provides increased airflow to boost the power of your fuel-injected Sportster model. Available with brilliant chrome or gloss black back plate, this Round Air Cleaner transforms the appearance of your Evolution power plant and allows you to replace the Original Equipment oval air cleaner cover with your choice of accessory round covers. Or choose to flaunt your performance gains with the open element look, finished with custom Air Cleaner Trim from one of the Harley-Davidson decorative collections. Kit includes one-piece cast back plate, high-flow washable air filter element and all required hardware. Street compliant when used with stock mufflers. 50-State U.S. EPA compliant.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "29000019", ,
"epa-c-29000066", "EPA c" , "HIGH-FLOW AIR CLEANER KIT BLACK (29400235 SHOWN) A. HIGH-FLOW AIR CLEANER KIT CHROME (29400236 SHOWN) SCREAMIN' EAGLE PERFORMANCE AIR 2 CLEANER KIT BURST COLLECTION Performance and style combined. Designed to complement the Burst Collection, this radical low profile air cleaner features a tuxedo black surround that has been expertly machined to expose the satin aluminum finish below. The billet cover conceals a one-piece cast back plate with integral breather and mounting bracket that promotes smooth air flow into the throttle body. The exposed reverse cone cotton element provides high-volumes of air and the element is washable for maximum efficiency and protection. The complete kit includes Burst Collection trim, backing plate, air cleaner element and all required installation hardware. 50-State U.S. EPA compliant. B. SCREAMIN' EAGLE PERFORMANCE AIR CLEANER KIT BURST COLLECTION The Twin Cam engine is the focal point of your motorcycle, so dress it with pride. Burst Collection Engine Covers set the stage for a complete custom look. We start with beautifully polished cast or billet parts that are engineered to fit the bike perfectly. Then we apply a rich tuxedo black anodized finish and meticulously machine away the surface to expose the satin aluminum below. Start with a couple of components, or go all the way. The components replace the Original Equipment covers for superior fit. Complete the look with gloss black primary and transmission top covers (sold separately). Kits include chrome hardware. 25700249 Cam Cover. $204.95 Fits '01-'17 Dyna, Softail and '01-'16 Touring and Trike models (except '01 EFI Touring). 25700251 Rocker Box Covers. $279.95 Fits '99-'16 Touring and Trike models. Sold in pairs. 34800012 Transmission Side Cover. $204.95 Fits '08-'09 FXDF, '10-'17 Dyna (except FXDLS), and '07-'17 Softail (except FLSS, FLSTFBS, FXCW, FXCWC, FXSB and FXSE) and '07-'16 Touring models. Does not fit models equipped with a hydraulic clutch. 34800026 Transmission Side Cover. $199.95 Fits '16-'17 FXDLS and FXSE and '13-'16 Touring and Trike models equipped with hydraulic clutch. 25700250 Derby Cover. $159.95 Fits '99-'00 Evolution 1340, '99-'17 Dyna, '99-'17 Softail and '99-'15 Touring and Trike models (except FLHTCUL, FLHTKL or '07-'15 Touring or Trike models with Narrow-Profile Outer Primary Cover P/N 25700385 or 25700438). Installation on '06-later Dyna, '07-later Softail, '07-'15 Touring and Trike models require separate purchase of Gasket P/N 25416-99C. 25700446 Derby Cover. $159.95 Fits '16-later Touring and Trike, and '15-later FLHTCUL and FLHTKL models. Also fits '07-later Touring and Trike models equipped with Narrow-Profile Outer Primary Cover P/N 25700385 or 25700438. A. BURST COLLECTION ENGINE COVERS", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "29000066", ,
"windshield-acorn-nut-29200008", "WINDSHIELD ACORN NUT" , "Kit contains 10 chrome-plated low crown 12-24 acorn nuts.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "29200008", ,
"mid-frame-air-deflector-29200011", "MID-FRAME AIR DEFLECTOR" , "H-D DETACHABLES QUARTER FAIRING KIT VIVID BLACK HEADLAMP VISOR KIT (FXST/C AND FXDWG) VIVID BLACK", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "29200011", ,
"-29400061", "" , "SCREAMIN' EAGLE HEAVY BREATHER FILTER COVER TEARDROP Dress up the Heavy Breather Air Cleaner with this radical cover. Manufactured from forged aluminum and precision CNC-machined and polished, these easy-to-install two-piece covers add a rich custom look. Cover is available in mirrorchrome or cut back gloss black finish to match your customizing direction. Kit includes water-repellent rain sock. SCREAMIN' EAGLE HEAVY BREATHER FILTER COVER TEARDROP Dress up the Heavy Breather Air Cleaner with this radical cover. Manufactured from forged aluminum and precision CNC-machined and polished, these easy-to-install two-piece covers add a rich custom look. Cover is available in mirrorchrome or cut back gloss black finish to match your customizing direction. Kit includes water-repellent rain sock.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "29400061", ,
"epa-c-29400064", "EPA c" , "SCREAMIN' EAGLE EXTREME BILLET VENTILATOR AIR CLEANER KIT CHROME A. EXTREME BILLET VENTILATOR AIR CLEANER KIT (SHOWN WITH RAIN SOCK) SCREAMIN' EAGLE EXTREME BILLET 2 AIR CLEANER KIT The bold styling of this intake system looks just as impressive as the long patch of burnout rubber you just laid down. The forged billet aluminum cover tops off a cast back plate with integral breather for a smooth transition to the throttle body. The race-inspired air cleaner is engineered to flow high volumes of air and the washable pleated element provides the ideal combination of efficiency and engine protection. Available in your choice of style and finish, this easy-to-install kit includes all mounting hardware and rain sock. 50-State U.S. EPA compliant.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "29400064", ,
"harley-davidson-original-equipment-air-29400078", "HARLEY-DAVIDSON ORIGINAL EQUIPMENT AIR" , "GENUINE HARLEY-DAVIDSON OIL FILTERS HARLEY-DAVIDSON ORIGINAL EQUIPMENT AIR FILTER ELEMENTS Late-model pleated paper type elements with aluminum back plates.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "29400078", ,
"epa-c-29400128", "EPA c" , "SCREAMIN' EAGLE PERFORMANCE 2 AIR CLEANER KIT RAIL COLLECTION The look is bold and the performance exhilarating. This raceinspired air cleaner is engineered to flow through the perimeter and the face of the air filter, providing high volumes of unrestricted airflow to the engine. The open-design face plate features a rich black finish with machined longitudinal strakes to expose the glowing aluminum below. Kit includes air cleaner trim, one-piece cast back plate, high-flow washable air filter element, rain sock and all required hardware. 50-State U.S. EPA compliant. SCREAMIN' EAGLE PERFORMANCE AIR CLEANER KIT RAIL COLLECTION SCREAMIN' EAGLE EXTREME BILLET 2 AIR CLEANER KIT The bold styling of this intake system looks just as impressive as the long patch of burnout rubber you just laid down. The forged billet aluminum cover tops off a cast back plate with integral breather for a smooth transition to the throttle body. The race-inspired air cleaner is engineered to flow high volumes of air and the washable pleated element provides the ideal combination of efficiency and engine protection. Available in your choice of style and finish, this easy-to-install kit includes all mounting hardware and rain sock. 50-State U.S. EPA compliant.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "29400128", ,
"epa-c-29400163", "EPA c" , "SCREAMIN' EAGLE EXTREME BILLET 2 VENTILATOR AIR CLEANER KIT The proven, track-inspired exposed element Ventilator Air Cleaner with a unique look. This low-profile oval air cleaner features a 360 exposed filter element for maximum air flow and a stylish machined billet aluminum cover for style. Available in your choice of chrome or cut back gloss black finish, the two-piece billet cover surrounds the filter and features a full color Screamin' Eagle medallion. The cast back plate ensures smooth air flow to the throttle body and the included rain sock protects the filter and engine from drawing in moisture during inclement weather. This easy-to-install kit includes billet air cleaner cover, high-flow filter element, back plate, protective rain sock and all required installation hardware. 50-State U.S. EPA compliant.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "29400163", ,
"epa-c-29400173", "EPA c" , "SCREAMIN' EAGLE HEAVY BREATHER ELITE 2 PERFORMANCE AIR CLEANER KIT Really open it up. This Heavy Breather Elite Air Cleaner features a forward-facing filter element that flows huge volumes of clean air. The low-profile cast elbow and the oval cross-section element combine to hug the engine to provide increased leg room. The intake tube mounts to a custom back plate that features integral breathers and covers the throttle body and electronics for a finished look. Available in your choice of chrome or gloss black finish, the Heavy Breather Elite kit features a washable and re-chargeable filter and features bright chrome end caps and trim with Screamin' Eagle script. Kit includes filter, intake tube, custom back plate, water-repellent rain sock and all mounting hardware. 50-State U.S. EPA compliant. SCREAMIN' EAGLE HEAVY BREATHER FILTER COVER TEARDROP Dress up the Heavy Breather Air Cleaner with this radical cover. Manufactured from forged aluminum and precision CNC-machined and polished, these easy-to-install two-piece covers add a rich custom look. Cover is available in mirrorchrome or cut back gloss black finish to match your customizing direction. Kit includes water-repellent rain sock. SCREAMIN' EAGLE HEAVY BREATHER FILTER COVER TEARDROP, CUT BACK GLOSS BLACK SIDE LOGO SCREAMIN' EAGLE HEAVY BREATHER DECORATIVE ENDCAP WILLIE G SKULL Add a sinister touch to your Heavy Breather Air Cleaner. Chrome-plated self-adhesive cover features a forward-facing Willie G Skull medallion. SCREAMIN' EAGLE HEAVY BREATHER DECORATIVE MEDALLION Add the finishing touch to your Heavy Breather Air Cleaner by installing this medallion. Featuring a bright chrome-plated die-cast base and contrasting black inlay with diamond cut Screamin' Eagle script. Easy to install. SCREAMIN' EAGLE HEAVY BREATHER FILTER COVER TEARDROP Dress up the Heavy Breather Air Cleaner with this radical cover. Manufactured from forged aluminum and precision CNC-machined and polished, these easy-to-install two-piece covers add a rich custom look. Cover is available in mirrorchrome or cut back gloss black finish to match your customizing direction. Kit includes water-repellent rain sock. SCREAMIN' EAGLE HIGH-FLO K&N 2 REPLACEMENT AIR FILTER ELEMENT K&N replacement air filters are engineered to improve airflow for increased horsepower and quicker acceleration. K&N filters provide excellent filtration, and because they are washable and reusable, you can clean the filter whenever conditions demand. Designed as direct replacements for specified fitments. 1. 29400020 High-Flow Multi-fit. $59.95 Fits '07-later XL, '99-'07 Dyna, '00-'15 Softail and '99-'07 Touring models equipped with High-Flow Air Cleaner Kits. Replacement for P/N 29442-99E. 1. 29400358 High-Flow Multi-fit. $59.95 Fits '18-later Softail and '17-later Touring and Trike models equipped with round High-Flow Air Cleaner P/N 29400355 or 29400356. 2. 29400021 High-Flow Dyna. $59.95 Fits '08-'17 Dyna models equipped with High-Flow Air Cleaner Kits. Replacement for P/N 29385-08. 3. 29400019 High-Flow Touring. $59.95 Fits '16-'17 Softail and '08-'16 Touring and Trike models equipped with High-Flow Air Cleaner Kits. Replacement for P/N 29244-08. 4. 29400247 High-Flow Wedge $69.95 Milwaukee-Eight Engine. Fits '17-later Touring and Trike models equipped with Wedge High-Flow Air Cleaner Kit P/N 29400245 or 29400246. 5. 29400065 Extreme Billet. $59.95 Fits '15-later XG, '16-'17 Softail, and '08-later Touring and Trike models equipped with Extreme Billet Agitator and Chisel Air Cleaner Kits. 5. 29400359 Extreme. $69.95 Fits '18-later Softail and '17-later Touring and Trike models equipped with round High-Flow Air Cleaner P/N 29400357. 5. 29400118 Extreme Billet & Rail. $59.95 Fits '07-later XL, '08-'17 Dyna and '08-'15 Softail and models equipped with Extreme Billet Chisel and Agitator or Rail Collection Air Cleaner Kits. 6. 29400109 Burst Collection. $59.95 Fits '08-'17 Dyna and Softail models, '08-'16 Touring and Trike models equipped with Burst Collection Air Cleaner Kits. 7. 29400022A Ventilator Multi-fit. $59.95 Fits models equipped with Twin-Cam Ventilator and Extreme Billet Ventilator Performance Air Cleaner Kits. Replacement for P/N 29670-09. 8. 29400293 Ventilator $59.95 Milwaukee-Eight Engine. Fits '18-later Softail, '17-later Touring and Trike models equipped with Ventilator Air Cleaner P/N 29400298 or 29400299. 9. 29424-05B Heavy Breather Multi-fit, Chrome. $89.95 Fits models equipped with Heavy Breather Kit P/N 29098-09, 29299-08, 29080-09 or 29264-08. 9. 29702-08B Heavy Breather Touring, Chrome. $89.95 Fits models equipped with Heavy Breather Kit P/N 29006-09B, 29253-08B, 29000065 or 29400105. 29400297 Heavy Breather Touring, Black. $119.95 Fits '16-'17 FXDLS and models equipped with Heavy Breather Kit P/N 29006-09B, 29253-08B, 29000065 or 29400105. 10. 28714-10 Heavy Breather Compact, Chrome. $89.95 Fits '08-'16 Touring and Trike models equipped with Compact Heavy Breather Kit P/N 28716-10A. 11. 29400141 Heavy Breather Elite, Chrome. $99.95 Fits models equipped with Screamin' Eagle Heavy Breather Elite Performance Air Cleaner Kit P/N 29400172 and 29400173. 27300139 Heavy Breather Elite, Black. $119.95 Replacement air filter for models equipped with Screamin' Eagle Heavy Breather Elite Performance Air Cleaner Kit P/N 29400285. 12. 29400276 Heavy Breather $99.95 Milwaukee-Eight Engine, Black. Fits '18-later Softail, '17-later Touring and Trike models equipped with Heavy Breather Air Cleaner P/N 29400263 or 29400264. 13. 29400275 Heavy Breather Milwaukee-Eight Engine, Chrome. $99.95 Fits '18-later Softail, '17-later Touring and Trike models equipped with Heavy Breather Air Cleaner P/N 29400263 or 29400264. FOAM STYLE AIR FILTER ELEMENTS SCREAMIN' EAGLE HIGH-FLO K&N AIR FILTER ELEMENT K&N replacement air filters are engineered to improve airflow for increased horsepower and quicker acceleration. K&N filters provide excellent filtration, and because they are washable and reusable, you can clean the filter whenever conditions demand. Designed as direct replacements for specified fitments. 1. 29400020 High-FlowMulti-fit. $59.95 Fits '07-later XL, '99-'07 Dyna, '00-'15 Softail and '99-'07 Touring models equipped with High-Flow Air Cleaner Kits. Replacement for P/N 29442-99E. 1. 29400358 High-Flow Multi-fit. $59.95 Fits '18-later Softail and '17-later Touring and Trike models equipped with round High-Flow Air Cleaner P/N 29400355 or 29400356. 2. 29400021 High-FlowDyna. $59.95 Fits '08-'17 Dyna models equipped with High-Flow Air Cleaner Kit. Replacement for P/N 29385-08. 3. 29400019 High-FlowTouring. $59.95 Fits '16-'17 Softail and '08-'16 Touring and Trike models equipped with High-Flow Air Cleaner Kit. Replacement for P/N 29244-08. 4. 29400247 High-Flow Wedge. $69.95 Fits '17-later Touring and Trike models equipped with Wedge High-Flow Air Cleaner Kit P/N 29400245 or 29400246. 5. 29400065 Extreme Billet. $59.95 Fits '15-later XG, '16-'17 Softail, and '08-later Touring and Trike models equipped with Extreme Billet Agitator and Chisel Air Cleaner Kits. 5. 29400118 Extreme Billet & Rail. $59.95 Fits '07-later XL, '08-'17 Dyna and '08-'15 Softail and models equipped with Extreme Billet Chisel and Agitator or Rail Collection Air Cleaner Kits. 5. 29400359 Extreme. $69.95 Fits '18-later Softail and '17-later Touring and Trike models equipped with round High-Flow Air Cleaner P/N 29400357. 6. 29400109 Burst Collection. $59.95 Fits '08-'17 Dyna and Softail models, '08-'16 Touring and Trike models equipped with Burst Collection Air Cleaner Kits. 7. 29400022A VentilatorMulti-fit. $59.95 Fits models equipped with Twin-Cam Ventilator and Extreme Billet Ventilator Performance Air Cleaner Kits. Replacement for P/N 29670-09. 8. 29400293 Ventilator. $59.95 Fits '18-later Softail, '17-later Touring and Trike models equipped with Ventilator Air Cleaner P/N 29400298 or 29400299. 9. 29424-05B Heavy BreatherMulti-fit, Chrome. $89.95 Fits models equipped with Heavy Breather Kit P/N 29098-09, 29299-08, 29080-09 or 29264-08. 9. 29702-08B Heavy BreatherTouring, Chrome. $89.95 Fits models equipped with Heavy Breather Kit P/N 29006-09B, 29253-08B, 29000065 or 29400105. 9. 29400297 Heavy BreatherTouring, Black. $119.95 Fits '16-'17 FXDLS and models equipped with Heavy Breather Kit P/N 29006-09B, 29253-08B, 29000065 or 29400105. 10. 28714-10 Heavy BreatherCompact, Chrome. $89.95 Fits '08-'16 Touring and Trike models equipped with Compact Heavy Breather Kit P/N 28716-10A. 11. 29400141 Heavy Breather Elite, Chrome. $99.95 Fits models equipped with Screamin' Eagle Heavy Breather Elite Performance Air Cleaner Kit P/N 29400172 and 29400173. 11. 27300139 Heavy Breather Elite, Black. $119.95 Fits Replacement air filter for models equipped with Screamin' Eagle Heavy Breather Elite Performance Air Cleaner Kit P/N 29400285. 12. 29400276 Heavy Breather, Black. $99.95 Fits '18-later Softail, '17-later Touring and Trike models equipped with Heavy Breather Air Cleaner P/N 29400263 or 29400264. 13. 29400275 Heavy Breather, Chrome. $99.95 Fits '18-later Softail, '17-later Touring and Trike models equipped with Heavy Breather Air Cleaner P/N 29400263 or 29400264.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "29400173", ,
"epa-c-29400197", "EPA c" , "SCREAMIN' EAGLE PERFORMANCE 2 AIR CLEANER KIT STREET RODTM This kit provides a freer breathing capability to pump-up the power of your EFI-equipped motorcycle. Air Cleaner features a washable, high-flow, oiled cotton media element. Kit includes a high-flow air filter element, and a Screamin' Eagle Air Cleaner Medallion. ECE and 50-State U.S. EPA compliant. SCREAMIN' EAGLE PERFORMANCE 2 AIR CLEANER KIT STREETTM This kit provides a freer breathing capability to pump-up the power of your EFI-equipped motorcycle. Air Cleaner features a washable high-flow, oiled cotton media element. Kit includes a high-flow air filter element, Screamin' Eagle Air Cleaner Medallion and all required hardware. 50-State U.S. EPA compliant.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "29400197", ,
"epa-c-29400217", "EPA c" , "THROTTLE BODY COVERS SCREAMIN' EAGLE VENTILATOR ELITE 2 AIR CLEANER KIT This low-profile oval air cleaner features a 360 exposed filter element and a cast back plate designed to provide maximum air flow to the throttle body. This easy-to-install air cleaner produces significant performance gains, while the sleek center bar design cover with carbon fiber inserts add a luxurious touch. This complete kit includes low-profile air cleaner cover, high-flow filter element, back plate, diamondcut Screamin' Eagle medallion, protective rain sock and all required installation hardware. Street compliant when used with stock mufflers. 50-State U.S. EPA compliant.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "29400217", ,
"epa-c-29400223", "EPA c" , "SCREAMIN' EAGLE EXTREME BILLET 2 VENTILATOR AIR CLEANER KIT The proven, track-inspired exposed element Ventilator Air Cleaner with a unique look. This low-profile oval air cleaner features a 360 exposed filter element for maximum air flow and a stylish machined billet aluminum cover for style. Available in your choice of chrome or cut back gloss black finish, the two-piece billet cover surrounds the filter and features a full color Screamin' Eagle medallion. The cast back plate ensures smooth air flow to the throttle body and the included rain sock protects the filter and engine from drawing in moisture during inclement weather. This easy-to-install kit includes billet air cleaner cover, high-flow filter element, back plate, protective rain sock and all required installation hardware. 50-State U.S. EPA compliant.", "Harley Davidson", "" , "Tags", "true", "Title", "Default Title", , , , , "29400223", ,
